codes RNSR	Adresse	Provenance
199712602R	Univ Strasbourg, Observat Astron Strasbourg, CNRS, UMR 7550, F-67000 Strasbourg, France	CNRS
199712602R	Univ Strasbourg, CNRS, Observ Astron Strasbourg, UMR 7550, F-67000 Strasbourg, France	CNRS
199712620K	UPMC, LCMCP, Chim Paristech, Coll France,UMR CNRS 7574, F-75005 Paris, France	CNRS
199712620K	Coll France, CNRS LCMCP UPMC, F-75231 Paris 05, France	CNRS
199712620K	ENSCP Chim Paristech, CNRS, LCMCP, UMR 7574, F-75005 Paris, France	CNRS
199712620K	CNRS, Coll France, UMR 7574, F-75231 Paris 05, France	CNRS
199712620K	UPMC CNRS, Coll France, LCMCP, UMR 7574, F-75231 Paris 05, France	CNRS
199712620K	Univ Paris 06, Sorbonne Univ, CNRS, Coll France,UMR 7574, F-75005 Paris, France	CNRS
199712620K	UPMC CNRS, Coll France, UMR 7574, Lab Mat Condensee Paris LCMCP, F-75231 Paris 05, France	CNRS
199712620K	UPMC, Coll France, Lab Chim Matiere Condensee Paris, UMR 7574,CNRS, F-75231 Paris, France	CNRS
199712620K	Chim Paristech, LCMCP CNRS UMR 7574, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, CNRS, Coll France, Lab Chim Mat Condensee Paris,UMR 7574, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, CNRS, Coll France, Lab Chim Mat Condensee Paris,UMR 7574, F-75231 Paris 05, France	CNRS
199712620K	UPMC, Coll France, Lab Chim Mat Condensee, CNRS,UMR 7574, F-75231 Paris, France	CNRS
199712620K	Univ Paris 04, Coll France, CNRS, LCMCP,UMR 7574, F-75231 Paris, France	CNRS
199712620K	Coll France, CNRS, UMR 7574, Chim Mat Condensee Paris, F-75231 Paris 05, France	CNRS
199712620K	CNRS, UMR 7574, Lab Chim Matiere Condensee Paris, F-75005 Paris, France	CNRS
199712620K	Coll France, CNRS, UMR 7574, LCMCP, F-75231 Paris, France	CNRS
199712620K	Univ Paris 06, Coll France, Lab Chim Mat Condensee Paris, CNRS,UMR 7574, F-75231 Paris, France	CNRS
199712620K	Ecole Natl Super Chim Paris, CNRS, Lab Chim Matiere Condensee Paris, UMR 7574, F-75231 Paris 05, France	CNRS
199712620K	Univ Paris 06, CNRS, Chim Mat Condensee Paris, Coll France,UMR 7574, F-75231 Paris 05, France	CNRS
199712620K	Univ Paris 06, Univ Paris 04, CNRS, Coll France,UMR 7574,Chim Mat Condensee Paris, F-75005 Paris, France	CNRS
199712620K	CNRS, UMR 7574, Chim Matiere Condensee Paris, F-75005 Paris, France	CNRS
199712620K	Coll France, CNRS, UMR 7574, Lab Chim Mat Condensee Paris, F-75231 Paris 05, France	CNRS
199712620K	Sorbonne Univ, Univ Paris 06, Coll France, CNRS,UMR 7574, F-75005 Paris, France	CNRS
199712620K	CNRS, UMR 7574, Lab Chim Mat Condensee Paris, F-75005 Paris, France	CNRS
199712620K	UPMC Univ Paris 06, Sorbonne Univ, CNRS, Coll France,UMR 7574, F-75005 Paris, France	CNRS
199712620K	CNRS, Coll France, UMR 7574, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, Sorbonne Univ, CNRS, LCMCP,Coll France, Paris, France	CNRS
199712620K	Sorbonne Univ, Univ Paris 06, CNRS, Coll France,UMR 7574,Chim Mat Condensee Paris, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, Univ Sorbonne, CNRS, Coll France,UMR 7574,Chim Matiere Condensee Paris, F-75005 Paris, France	CNRS
199712620K	CNRS, UMR 7574, F-75231 Paris 05, France	CNRS
199712620K	Univ Paris 06, Sorbonne Univ, UPMC, Coll France,CNRS,UMR 7574, Paris, France	CNRS
199712620K	Univ Paris 06, Sorbonne Univ, CNRS, Lab Chim Mat Condensee Paris,UMR 7574, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, Lab Chim Matiere Condensee Paris, Coll France, CNRS,UMR 7574, F-75231 Paris, France	CNRS
199712620K	CNRS, UMR 7574, Chim Mat Condensee Paris, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, CNRS, Sorbonne Univ, Coll France,UMR 7574, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, CNRS, Lab Chim Mat Condensee, UMR 7574,Coll France, F-75005 Paris, France	CNRS
199712620K	Univ Paris 06, Univ Sorbonne, Coll France, CNRS,UMR 7574, F-75005 Paris, France	CNRS
199712620K	Sorbonne Univ, CNRS, Coll France, Lab Chim Matiere Condensee,UMR 7574, F-75231 Paris 05, France	CNRS
199712620K	Coll France, CNRS, LCMCP, UMR 7574, F-75231 Paris, France	CNRS
199712620K	Coll France, CNRS, UMR 7574, Chim Mat Condensee Paris, F-75005 Paris, France	CNRS
199712633Z	ESPCI ParisTech, Inst Langevin, CNRS, UMR 7587, F-75005 Paris, France	CNRS
199712633Z	ESPCI ParisTech, Inst Langevin, CNRS UMR 7587, F-75238 Paris, France	CNRS
199712633Z	ESPCI ParisTech, Inst Langevin, CNRS, UMR 7587, F-75238 Paris 05, France	CNRS
199712633Z	Univ Paris 07, CNRS, UMR 7587, Inst Langevin,ESPCI ParisTech, F-75005 Paris, France	CNRS
199712633Z	ESPCI ParisTech, Inst Langevin, CNRS UMR 7587, F-75005 Paris, France	CNRS
199712633Z	Paris Diderot Univ, ESPCI ParisTech, Inst Langevin, CNRS UMR 7587, F-75238 Paris 05, France	CNRS
199712633Z	Univ Paris 07, Fdn Pierre Gilles de Gennes, Inst Langevin, CNRS UMR 7587,INSERM U979,ESPCI ParisTech, F-75005 Paris, France	CNRS
199712633Z	ESPCI CNRS, Inst Langevin, UMR 7587, F-75231 Paris 05, France	CNRS
199712633Z	Univ Denis Diderot Paris 7, ESPCI ParisTech, Inst Langevin, CNRS,INSERM,ERL,U979,UMR 7587, F-75005 Paris, France	CNRS
199712633Z	ESPCI, Inst Langevin, CNRS UMR 7587, INSERM,U979, F-75005 Paris, France	CNRS
199712633Z	Univ Paris 06, CNRS UMR 7587, Paris Diderot Univ, ESPCI ParisTech,Inst Langevin, Paris, France	CNRS
199712633Z	Univ Paris Diderot, CNRS UMR 7587, UPMC, ESPCI, F-75005 Paris, France	CNRS
199712633Z	ESPCI ParisTech, CNRS UMR 7587, Inst Langevin, F-75005 Paris 05, France	CNRS
199712633Z	ESPCI ParisTech, CNRS, Inst Langevin, UMR 7587, F-75005 Paris 05, France	CNRS
199712633Z	ESPCI ParisTech, Inst Langevin, CNRS, UMR 7587, Paris, France	CNRS
199712633Z	CNRS, UMR 7587, ESPCI, Inst Langevin, F-75238 Paris 05, France	CNRS
199712633Z	Univ Paris Diderot, Inst Langevin, CNRS, INSERM,UMR 7587,U979,Univ Paris 06,Ecole Super Ph, F-75005 Paris, France	CNRS
199712633Z	ESPCI ParisTech, Inst Langevin, CNRS, UMR 7587, F-75005 Paris 05, France	CNRS
199712634A	Univ Paris 06, INSP, UMR CNRS 7588, F-75252 Paris 05, France	CNRS
199712634A	Univ Paris 06, Inst Nanosci Paris INSP, UMR CNRS 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, Inst Nanosci Paris, CNRS UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, Sorbonne Univ, CNRS, INSP,UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, Inst Nano Sci Paris INSP, CNRS, UMR 7588, F-75001 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, INSP, UMR 7588, F-75252 Paris 05, France	CNRS
199712634A	Univ Paris 06, Sorbonne Univ, INSP, UMR 7588, F-75005 Paris, France	CNRS
199712634A	CNRS, Inst NanoSci Paris, UMR 7588, F-75005 Paris, France	CNRS
199712634A	CNRS, Inst NanoSci Paris INSP, UMR 7588, F-75005 Paris, France	CNRS
199712634A	UPMC CNRS UMR 7588, Inst Nanosci Paris, F-75252 Paris 05, France	CNRS
199712634A	CNRS, UMR 7588, INSP, F-75005 Paris, France	CNRS
199712634A	CNRS, UMR 7588, Inst NanoSci Paris INSP, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, Sorbonne Univ, UMR 7588, INSP, F-75005 Paris, France	CNRS
199712634A	Inst Nanosci Paris, CNRS, UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, INSP, CNRS, UMR 7588, F-75005 Paris, France	CNRS
199712634A	UPMC, CNRS, INSP, UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, UMR 7588, Inst NanoSci Paris, F-75252 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, Inst NanoSci Paris INSP, Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, UMR 7588, Inst NanoSci Paris, F-75252 Paris 05, France	CNRS
199712634A	Sorbonne Univ, Univ Paris 06, UMR 7588, INSP, F-75005 Paris, France	CNRS
199712634A	CNRS, UMR 7588, Inst NanoSci Paris, F-75252 Paris 05, France	CNRS
199712634A	CNRS, UMR 7588, Inst Nanosci Paris, F-75005 Paris, France	CNRS
199712634A	UPMC, CNRS, Inst NanoSci Paris, UMR 7588, F-75252 Paris 5, France	CNRS
199712634A	UPMC Univ Paris 06, Sorbonne Univ, CNRS, Inst NanoSci Paris,UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS UMR 7588, Inst Nanosci Paris, F-75252 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, UMR 7588, INSP 4, F-75252 Paris 05, France	CNRS
199712634A	Univ Paris 06, CNRS, UMR 7588, Inst Nanosci Paris, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, Inst NanoSci Paris INSP, CNRS, UMR 7588, F-75252 Paris 05, France	CNRS
199712634A	Univ Paris 06, UMR 7588, CNRS UPMC, INSP, F-75252 Paris 05, France	CNRS
199712634A	Univ Paris 06, Sorbonne Univ, Inst Nanosci Paris, CNRS,UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS UMR 7588, Inst NanoSci Paris, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, UMR 7588, Inst NanoSci Paris INSP, F-75252 Paris 05, France	CNRS
199712634A	Univ Paris 06, UPMC, Sorbonne Univ, CNRS,INSP,UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, UMR CNRS 7588, Inst NanoSci Paris INSP, F-75015 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS UMR 7588, Inst NanoSci Paris INSP, F-75005 Paris, France	CNRS
199712634A	CNRS, INSP, UMR7588, Paris, France	CNRS
199712634A	CNRS, INSP, UMR7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, Sorbonne Univ, INSP, UMR 7588, 4 Pl Jussieu, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, UMR 7588, Inst Nanosci Paris INSP, Paris, France	CNRS
199712634A	INSP UMR CNRS 7588, Inst NanoSci Paris, Paris, France	CNRS
199712634A	CNRS, INSP, UMR 7588, Paris, France	CNRS
199712634A	CNRS, INSP, UMR7588, F-75252 Paris, France	CNRS
199712634A	Univ Paris 06, CNRS, UMR 7588, Inst NanoSci Paris, F-75015 Paris, France	CNRS
199712634A	INSP, CNRS, UMR 7588, F-75005 Paris, France	CNRS
199712634A	Univ Paris 06, Sorbonne Univ, UPMC, INSP,UMR 7588, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, IMPMC, Sorbonne Univ, Museum Natl Hist Nat,IRD,UMR 206,UMR CNRS 7590, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, Museum Natl Hist Nat, IMPMC,UMR CNRS 7590,IRD UMR 206, F-75005 Paris, France	CNRS
199712636C	Sorbonne Univ, Univ Paris 06, UMR CNRS 7590, IMPMC, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Museum Natl Hist Nat, Sorbonne Univ, IMPMC,UMR CNRS 7590,IRD UMR 206, F-75005 Paris, France	CNRS
199712636C	UPMC Univ Paris 06, Sorbonne Univ, Museum Natl Hist Nat, CNRS,IMPMC,IRD,UMR 7590,UMR 206, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, IMPMC, Sorbonne Univ, CNRS,Museum Natl Hist Nat,IRD,UMR 206,UMR 7590, F-75005 Paris, France	CNRS
199712636C	UPMC Univ Paris 06, Sorbonne Univ, Museum Natl Hist Nat, CNRS,IRD,IMPMC,UMR 7590,UMR 206, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, IMPMC, Museum Natl Hist Nat,UMR CNRS 7590,IRD UMR 206, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, IMPMC, CNRS,MNHN,IRD,UMR 7590, F-75252 Paris 5, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, IMPMC, CNRS,UMR 7590,Museum Natl Hist Nat,IRD,UMR 206, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, IMPMC, Sorbonne Univ, Museum Natl Hist Nat,UMR CNRS 7590,IRD UMR 206, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, UMR CNRS 7590, IMPMC,Museum Hist Nat,IRD UMR 206, Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, UMR CNRS 7590, IMPMC,Museum Natl Hist Nat,IRD UMR 206, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, IMPMC, CNRS, Sorbonne Univ,Museum Natl Hist Nat,IRD,UMR 206,UM, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, IMPMC, Sorbonne Univ, UMR 7590, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, CNRS, IMPMC,MNHN,IRD UMR 206,UMR 7590, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, IMPMC, Museum Natl Hist Nat,IRD UMR 206,UMR CNRS 7590, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, IMPMC, CNRS UMR 7590,IRD UMR 206,MNHN, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, IMPMC, Sorbonne Univ, MNHN,IRD,CNRS,UMR 7590,UMR 206, F-75005 Paris, France	CNRS
199712636C	Univ Paris 06, Sorbonne Univ, Museum Natl Hist Nat, IMPMC,CNRS,IRD,UMR 7590,UMR 206, F-75005 Paris, France	CNRS
199712638E	Univ Paris Diderot, CNRS, Inst Jacques Monod, Sorbonne Paris Cite,UMR 7592, Paris, France	CNRS
199712638E	CNRS, UMR 7592, IJM, F-75013 Paris, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, Inst Jacques Monod, CNRS,UMR 7592, F-75205 Paris, France	CNRS
199712638E	Univ Paris Diderot, Inst Jacques Monod, Sorbonne Paris Cite, CNRS,UMR 7592, F-75013 Paris, France	CNRS
199712638E	CNRS, IJM, UMR 7592, Paris, France	CNRS
199712638E	CNRS, Inst Jacques Monod, ImagoSeine, UMR 7592, Paris, France	CNRS
199712638E	CNRS, UMR 7592, F-75205 Paris 13, France	CNRS
199712638E	Univ Paris Diderot, Inst Jacques Monod, Sorbonne Paris Cite, ImagoSeine Imaging Core Facil,CNRS,UMR 7592, F-75205 Paris 13, France	CNRS
199712638E	Univ Paris Diderot, CNRS UMR 7592, Inst Jacques Monod, F-75205 Paris 13, France	CNRS
199712638E	Univ Paris Diderot, CNRS, Inst Jacques Monod, UMR 7592, Paris, France	CNRS
199712638E	CNRS, UMR 7592, Inst Jacques Monod, F-75013 Paris, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, CNRS, Inst Jacques Monod,UMR 7592, F-75205 Paris, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, CNRS, Prote Facil,Inst Jacques Monod,UMR 7592, F-75205 Paris, France	CNRS
199712638E	CNRS, Inst Jacques Monod, UMR 7592, F-75013 Paris, France	CNRS
199712638E	Univ Paris Diderot, CNRS, Sorbonne Paris Cite, Inst Jacques Monod,UMR 7592, Paris, France	CNRS
199712638E	Univ Paris Diderot, CNRS, UMR 7592, Inst Jacques Monod, F-750205 Paris, France	CNRS
199712638E	Univ Paris Diderot, CNRS UMR 7592, Inst Jacques Monod, Sorbonne Paris Cite, F-75205 Paris, France	CNRS
199712638E	Univ Paris Diderot, Inst Jacques Monad, CNRS UMR 7592, Sorbonne Paris Cite, F-750205 Paris, France	CNRS
199712638E	Univ Paris 07, CNRS, UMR 7592, Inst Jacques Monod, F-75205 Paris 13, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, CNRS, Inst Jacques Monod,UMR 7592, Paris, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, Inst Jacques Monod, UMR 7592,CNRS, F-75205 Paris, France	CNRS
199712638E	Univ Paris Diderot, CNRS UMR 7592, Inst Jacques Monod, Paris, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, CNRS, Inst Jacques Monod,UMR 7592, F-75013 Paris, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, Inst Jacques Monod, CNRS UMR 7592, F-75205 Paris, France	CNRS
199712638E	Univ Paris 07, CNRS, Inst Jacques Monod, UMR 7592, F-75205 Paris 13, France	CNRS
199712638E	Univ Paris Diderot, Inst Jacques Monod, Sorbonne Paris Cite, CNRS UMR 7592, F-75205 Paris, France	CNRS
199712638E	Univ Paris Diderot, Sorbonne Paris Cite, Inst Jacques Monod, CNRS,UMR 7592, Paris, France	CNRS
199712644L	CNRS, UMR 7598, Lab Jacques Louis Lions, F-75005 Paris, France	CNRS
199712644L	CNRS, Lab Jacques Louis Lions, UMR 7598, F-75252 Paris 05, France	CNRS
199712644L	CNRS, Lab Jacques Louis Lions, UMR 7598, F-75005 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS, UMR 7598, Lab Jacques Louis Lions, F-75005 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS UMR 7598, Lab JL Lions, F-75005 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS UMR 7598, Alpines INRIA Team, F-75005 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS UMR 7598, Lab Jacques Louis Lions, Paris, France	CNRS
199712644L	Univ Paris Diderot, Lab Jacques Louis Lions, UMR 7598, UPMC,CNRS,Sorbonne Paris Cite, F-75205 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS, UMR 7598, Lab Jacques Louis Lions, F-75252 Paris 05, France	CNRS
199712644L	Univ Paris 06, CNRS UMR 7598, LJLL, BC187, F-75252 Paris 5, France	CNRS
199712644L	Univ Paris Diderot, Sorbonne Paris Cite, Lab Jacques Louis Lions, UMR 7598,UPMC,CNRS, F-75205 Paris, France	CNRS
199712644L	France Univ Paris 06, Lab Jacques Louis Lions 4, CNRS, UMR 7598, Paris, France	CNRS
199712644L	Univ Paris 06, Lab Jacques Louis Lions, UMR 7598, CNRS, F-75005 Paris, France	CNRS
199712644L	UPMC, Univ Paris Diderot, Sorbonne Paris Cite, Lab Jacques Louis Lions,CNRS,UMR 7598, F-75205 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS, Lab Jacques Louis Lions, UMR 7598, F-75005 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS, UMR 7598, Lab JL Lions,Equipe Alpines,INRIA, F-75252 Paris 05, France	CNRS
199712644L	Univ Paris 06, CNRS UMR 7598, Lab Jacques Louis Lions, F-75005 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS, UMR 7598, Lab JL Lions, Paris, France	CNRS
199712644L	Univ Paris 07, CNRS, UMR 7598, Lab JL Lions, Paris, France	CNRS
199712644L	UPMC, CNRS, LJLL, Paris, France	CNRS
199712644L	LJLL UMR CNRS 7598, F-75005 Paris, France	CNRS
199712644L	Univ Paris 06, CNRS, UMR 7598, Lab Jacques Louis Lions, Paris, France	CNRS
199712651U	CNRS, UMR 7606, UPMC LIP6, Chaire Cryptol Fdn Partenariale UPMC, Paris, France	CNRS
199712651U	UPMC, Sorbonne Univ, LIP6, UMR 7606, F-75005 Paris, France	CNRS
199712651U	CNRS, LIP6 Lab, Paris, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, LIP6, UMR 7606, F-75005 Paris, France	CNRS
199712651U	Univ Sorbonne, UPMC, CNRS LIP6, F-75252 Paris 05, France	CNRS
199712651U	Inst Univ France, UMR 7606, CNRS, LIP6, Paris, France	CNRS
199712651U	Univ Paris 06, CNRS UMR 7606, LIP6, Paris, France	CNRS
199712651U	Univ Paris 06, CNRS, LIP6, Paris, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, UMR 7606, LIP6, Paris, France	CNRS
199712651U	CNRS, UMR 7606, LIP6, Paris, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, UMR CNRS LIP6 7606, Paris, France	CNRS
199712651U	Sorbonne Univ, Univ Paris 06, Paris Rocquencourt Ctr,INRIA, POLSYS Project,CNRS LIP6,UMR 7606,Inst Univ Franc, F-75230 Paris 05, France	CNRS
199712651U	INRIA UPMC LIP6 CNRS, PolSys Project Team, Paris, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, INRIA Paris Rocquencourt Ctr PolSys Project, UMR CNRS 7606,LIP6,Inst Univ France, Paris, France	CNRS
199712651U	UPMC Univ Paris 06, Sorbonne Univ, CNRS, UMR 7606,LIP6, Paris, France	CNRS
199712651U	Univ Paris 04, UPMC, CNRS, LIP6, Paris, France	CNRS
199712651U	Univ Paris 06, CNRS, UMR 7606,Fdn UPMC, Sorbonne Univ,LIP 6,CryptoExperts,INRIA Ouragan, F-75252 Paris 05, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, CNRS, UMR 7606,LIP6, Paris, France	CNRS
199712651U	UPMC Univ Paris 06, Sorbonne Univ, UMR 7606, LIP6, Paris, France	CNRS
199712651U	CNRS, UMR 7606, LIP6, F-75005 Paris, France	CNRS
199712651U	Univ Paris 06, CNRS UMR7606, LIP6, F-75005 Paris, France	CNRS
199712651U	UPMC Univ Paris 06, Sorbonne Univ, CNRS, UMR 7606 LIP6, Paris, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, Paris LIP6, UMR 7606, F-75252 Paris 05, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, UPMC, LIP6,UMR 7606, Paris, France	CNRS
199712651U	Univ Paris 04, UPMC, LIP6, CNRS, Paris, France	CNRS
199712651U	Univ Paris 06, Sorbonne Univ, UMR 7606, LIP6, F-75005 Paris, France	CNRS
199712651U	CNRS, UMR7606, LIP6, F-75005 Paris, France	CNRS
199712653W	Univ Paris 11, CNRS, Lab FAST, F-91405 Orsay, France	CNRS
199712653W	Univ Paris 11, CNRS, UPMC, Lab FAST, F-91405 Orsay, France	CNRS
199712653W	Univ Paris 11, FAST, CNRS UMR 7608, F-91405 Orsay, France	CNRS
199712653W	Univ Paris 06, FAST, UMR CNRS 7608, F-91405 Orsay, France	CNRS
199712664H	Univ Paris 06, Lab Sisyphe, UMR 7619, CNRS, F-75005 Paris, France	CNRS
199712664H	CNRS, UMR 7619 Sisyphe, F-75252 Paris 05, France	CNRS
199712664H	CNRS, UMR 7619, METIS, F-75005 Paris, France	CNRS
199712664H	Univ Paris 06, Sorbonne Univ, UMR 7619, METIS, F-75005 Paris, France	CNRS
199712664H	CNRS UPMC, UMR METIS 7619, Paris, France	CNRS
199712664H	Univ Paris 06, Sorbonne Univ, METIS, UMR 7619, F-75005 Paris, France	CNRS
199712664H	Sorbonne Univ, Univ Paris 06, CNRS, Sisyphe UMR 7619, F-75005 Paris, France	CNRS
199712664H	Univ Paris 06, Sorbonne Univ, UMR 7619, METIS, F-75252 Paris 05, France	CNRS
199712664H	CNRS, METIS, UMR 7619, F-75005 Paris, France	CNRS
199712664H	UPMC, CNRS, EPHE, UMR 7619, F-75252 Paris 05, France	CNRS
199712664H	UPMC CNRS, UMR 7619, Sisyphe, Paris, France	CNRS
199712664H	Univ Paris 06, CNRS, UMR7619, Lab METIS, Paris, France	CNRS
199712664H	CNRS, UMR METIS 7619, F-75005 Paris, France	CNRS
199712664H	UPMC, CNRS, UMR 7619, Sisyphe, Paris, France	CNRS
199712664H	CNRS, UMR7619, METIS, Paris, France	CNRS
199712664H	UMR CNRS 7619 METIS, Paris, France	CNRS
199712664H	Univ Paris 06, CNRS, UMR METIS 7619, Paris, France	CNRS
199712664H	Univ Paris 06, CNRS, UMR 7619, Sorbonne Univ, Paris, France	CNRS
199712664H	CNRS UPMC Mines Paristech, UMR 7619 Sisyphe, F-75005 Paris, France	CNRS
199712664H	CNRS UPMC, UMR METIS, Paris, France	CNRS
199712664H	Univ Paris 06, Sorbonne Univ, METIS, UMR 7619, Paris, France	CNRS
199712666K	CNRS, UMR 7621, Lab Ocean Microbienne, F-66650 Banyuls Sur Mer, France	CNRS
199712666K	CNRS, UMR 7621, LOMIC, Observ Oceanog, F-66650 Banyuls Sur Mer, France	CNRS
199712667L	Univ Paris 06, UPMC, CNRS, UMR 7622, F-75005 Paris, France	CNRS
199712667L	INSERM, U969, CNRS, UMR 7622, F-75005 Paris, France	CNRS
199712667L	CNRS, Lab Biol Dev, UMR 7622, Paris, France	CNRS
199712667L	IBPS Dev Biol Lab, CNRS UMR 7622, F-75005 Paris, France	CNRS
199712667L	CNRS, UMR 7622, Inserm U 1156, IBPS,Lab Biol Dev, F-75005 Paris, France	CNRS
199712667L	CNRS, Dev Biol Lab, UMR 7622, F-75005 Paris, France	CNRS
199712667L	CNRS, UMR 7622, INSERM, U1156,IBPS,Lab Biol Dev, F-75005 Paris, France	CNRS
199712667L	CNRS, UMR 7622, Lab Biol Dev, Paris, France	CNRS
199712667L	CNRS, IBPS Dev Biol Lab, UMR 7622, F-75005 Paris, France	CNRS
199712667L	Univ Paris 06, Univ Sorbonne, CNRS, UMR 7622, F-75005 Paris, France	CNRS
199712667L	CNRS, UMR 7622, F-75005 Paris, France	CNRS
199712667L	Univ Paris 06, CNRS, Lab Biol Dev, UMR 7622, F-75005 Paris, France	CNRS
199712667L	CNRS, UMR 7622, F-75055 Paris, France	CNRS
199712667L	CNRS, Inserm U 1156, IBPS, Lab Biol Dev, F-75005 Paris, France	CNRS
199712668M	CNRS, UMR 7371, Lab Imagerie Biomed, F-75006 Paris, France	CNRS
199712668M	CNRS, UMR 7371, Lab Imagerie Biomed, Paris, Ile De France, France	CNRS
199712668M	INSERM, U 1146, Lab Imagerie Biomed, Paris, Ile De France, France	CNRS
199712668M	Univ Paris 06, Sorbonne Univ, UMR 7371, LIB,UMR S 1146, F-75005 Paris, France	CNRS
199712668M	CNRS, UMR 7371, F-75005 Paris, France	CNRS
199712668M	CNRS, UMR 7371, Lab Imagerie Biomed, Paris, France	CNRS
199719334H	Ecole Polytech, LULI, CNRS CEA UPMC, F-91128 Palaiseau, France	CNRS
199719334H	Ecole Polytech, UPMC, CEA, CNRS,LULI, F-91128 Palaiseau, France	CNRS
199719334H	Univ Paris 06, CNRS, CEA, LULI,Ecole Polytech, F-91128 Palaiseau, France	CNRS
199719335J	Mines ParisTech, CNRS, Ctr Mat, UMR 7633, F-91003 Evry, France	CNRS
199719335J	MINES ParisTech, CNRS UMR 7633, Ctr Mat, F-91003 Evry, France	CNRS
199719335J	Mines Paris, Paristech, Ctr Mat, CNRS,UMR 7633, F-91003 Evry, France	CNRS
199719335J	Mines ParisTech, Ctr Mat, CNRS UMR 7633, F-91003 Evry, France	CNRS
199719335J	MINES ParisTech, CNRS, UMR 7633, Ctr Mat, F-91003 Evry, France	CNRS
199719335J	Paristech, Paris Sch Mines, Mat Ctr, CNRS,UMR 7633, F-91003 Evry, France	CNRS
199719335J	MINES Paris Tech, CNRS UMR 7633, Ctr Mat, F-91003 Evry, France	CNRS
